customer_id,tenure_months,monthly_logins,avg_session_time,usage_growth_rate,support_tickets,csat_score,nps_score,payment_failures,contract_type,customer_segment,weekly_active_days,features_used,avg_resolution_time,escalations,last_login_days_ago,total_revenue,price_increase_last_3m,email_open_rate,marketing_click_rate,churn
CUST_003163,6,20,10.08,-0.0425,0,7.9,27.3,0,Multi-year,SMB,7,6,39.75,0,3.5,44667.93,0,0.3635,0.2163,0
CUST_003164,12,25,22.71,-0.2054,2,5.1,25.5,0,Annual,Enterprise,7,6,32.86,2,30.5,17697.22,0,0.5901,0.2323,1
CUST_003165,1,26,16.91,0.2659,1,5.2,36.3,0,Monthly,Enterprise,7,13,4.55,0,0.0,13759.65,0,0.8242,0.1066,0
CUST_003166,12,24,5.09,0.3082,5,5.8,-16.4,0,Multi-year,SMB,7,12,21.88,1,0.0,21567.6,0,0.4381,0.1621,0
CUST_003167,47,27,28.55,0.47,4,5.6,12.4,0,Annual,SMB,6,8,29.67,2,7.9,9035.79,0,0.5033,0.2806,0
CUST_003168,2,29,22.68,0.1585,0,8.5,-3.6,0,Monthly,SMB,7,5,13.52,0,0.0,27893.24,0,0.6229,0.1318,0
CUST_003169,26,36,9.95,-0.0348,1,6.6,-4.4,0,Monthly,SMB,5,9,7.09,1,0.0,30270.04,0,0.668,0.3728,0
CUST_003170,9,25,33.53,-0.0672,1,5.8,0.9,1,Multi-year,SMB,6,7,14.15,1,0.0,20280.75,0,0.6399,0.2858,0
CUST_003171,19,24,32.83,0.1727,2,10.0,34.5,0,Annual,Mid-Market,6,6,31.14,0,4.4,34071.2,0,0.4605,0.1726,0
CUST_003172,5,29,6.99,0.1002,1,8.2,16.2,0,Monthly,Mid-Market,5,9,19.33,0,0.0,991.14,0,0.7095,0.1562,0
CUST_003173,3,34,22.8,0.0064,5,7.4,23.7,1,Monthly,Mid-Market,4,7,22.3,2,0.0,23470.93,0,0.8146,0.34,0
CUST_003174,3,25,28.5,-0.0155,2,5.7,32.7,0,Annual,SMB,5,2,34.1,1,0.0,21425.3,1,0.7133,0.1048,0
CUST_003175,1,21,5.47,0.3428,3,5.4,3.5,0,Multi-year,Mid-Market,6,14,65.95,1,9.2,9247.65,1,0.2888,0.0625,1
CUST_003176,3,22,3.06,-0.058,4,6.4,0.6,0,Monthly,Mid-Market,0,4,29.84,2,8.7,18686.24,1,0.7511,0.4151,1
CUST_003177,19,24,15.46,0.3867,2,9.2,11.0,0,Monthly,Mid-Market,2,7,35.17,0,0.0,10932.84,1,0.6416,0.1386,0
CUST_003178,38,36,13.56,0.0955,0,5.8,34.2,1,Annual,Mid-Market,7,11,17.11,0,0.8,7152.85,0,0.4024,0.1126,0
CUST_003179,30,28,18.07,-0.042,1,4.5,53.8,1,Monthly,Mid-Market,6,9,15.4,1,0.0,17838.01,0,0.6103,0.1213,0
CUST_003180,20,29,46.91,-0.1463,1,4.9,-18.9,1,Multi-year,SMB,6,3,14.53,1,8.2,26261.71,0,0.7941,0.2252,1
CUST_003181,2,17,28.92,0.0114,2,4.4,52.3,0,Annual,SMB,1,3,20.61,1,13.2,50297.14,0,0.4449,0.1158,1
CUST_003182,6,24,10.53,0.1758,3,6.0,45.3,1,Annual,SMB,5,11,19.7,0,0.1,19336.53,0,0.4542,0.1447,0
CUST_003183,6,22,19.91,-0.0443,3,8.9,8.5,0,Monthly,Mid-Market,5,8,38.21,0,0.0,6790.72,0,0.9131,0.1636,0
CUST_003184,5,27,18.4,0.2626,1,4.4,29.2,0,Annual,SMB,1,5,21.46,1,15.6,5497.4,0,0.2497,0.1358,1
CUST_003185,13,19,32.06,-0.0567,3,6.9,30.3,1,Annual,SMB,0,4,55.5,1,9.6,12197.07,1,0.4335,0.095,1
CUST_003186,13,19,30.16,0.0188,5,5.7,23.7,2,Annual,Mid-Market,5,10,27.65,1,0.0,5912.57,0,0.8029,0.1533,0
CUST_003187,7,26,16.83,-0.2717,2,6.9,26.3,1,Monthly,SMB,3,10,22.67,1,16.4,66507.16,0,0.5424,0.1114,1
CUST_003188,7,19,25.9,0.1899,0,6.6,50.1,0,Monthly,SMB,6,7,10.81,0,0.0,41787.94,0,0.8445,0.2017,0
CUST_003189,31,30,36.48,-0.0168,5,3.4,6.3,1,Annual,Mid-Market,6,7,36.71,2,4.2,30839.77,0,0.4105,0.1726,0
CUST_003190,28,28,27.95,0.4447,0,6.8,46.8,0,Monthly,Mid-Market,7,6,11.94,0,0.0,58932.51,0,0.37,0.1717,0
CUST_003191,6,23,10.37,0.2262,3,8.5,27.3,0,Annual,Enterprise,4,7,19.52,0,5.0,18112.62,0,0.5691,0.1608,0
CUST_003192,44,25,12.48,0.0711,2,7.5,13.2,0,Multi-year,Mid-Market,3,10,33.35,0,7.1,22377.12,0,0.3805,0.0698,0
CUST_003193,54,38,7.28,0.3563,1,6.9,22.0,0,Annual,SMB,7,16,14.33,0,2.6,14287.4,1,0.9018,0.2811,0
CUST_003194,7,17,10.13,0.1513,2,8.3,-18.4,0,Monthly,Mid-Market,2,5,18.42,0,7.4,19346.88,0,0.8357,0.3419,0
CUST_003195,7,21,11.01,0.3021,3,6.7,50.4,0,Annual,Mid-Market,3,7,24.71,0,9.2,8076.53,1,0.3177,0.0775,0
CUST_003196,12,28,2.76,-0.1656,2,6.1,18.6,2,Monthly,Mid-Market,3,13,19.45,0,0.2,12033.96,0,0.8896,0.4828,0
CUST_003197,50,26,9.84,0.1653,2,6.0,18.3,0,Multi-year,Mid-Market,6,7,32.87,2,0.0,23586.89,0,0.9372,0.1594,0
CUST_003198,37,26,7.97,0.1757,1,7.0,12.8,0,Monthly,SMB,4,8,20.27,1,3.7,24845.54,1,0.6125,0.135,0
CUST_003199,1,30,12.6,-0.3362,3,9.2,50.3,0,Multi-year,SMB,7,11,32.3,1,1.6,21801.77,0,0.8825,0.1082,0
CUST_003200,8,20,19.02,0.4267,4,5.3,13.1,0,Monthly,SMB,2,9,63.56,2,17.6,11353.72,0,0.1821,0.042,1
CUST_003201,14,20,10.22,-0.2401,3,5.5,30.6,0,Multi-year,SMB,5,8,18.05,0,8.8,14836.13,1,0.3269,0.0869,0
CUST_003202,12,24,42.92,-0.2747,1,8.7,-5.0,1,Monthly,SMB,7,10,9.23,0,0.0,11335.5,0,0.5604,0.274,0
CUST_003203,3,18,7.36,-0.6622,1,7.6,70.5,0,Annual,Mid-Market,4,7,19.26,0,3.6,5490.4,0,0.8162,0.1307,0
CUST_003204,35,28,3.52,0.1685,1,9.6,17.0,1,Annual,Mid-Market,4,16,39.76,0,2.0,77900.75,0,0.6648,0.341,0
CUST_003205,20,28,16.98,-0.3608,0,9.7,0.8,0,Annual,Mid-Market,5,6,6.08,0,5.5,18135.59,0,0.3738,0.1952,0
CUST_003206,32,27,29.38,-0.0792,2,8.5,38.9,0,Multi-year,SMB,6,6,26.87,0,12.1,25572.87,0,0.7732,0.4276,0
CUST_003207,35,22,13.94,0.2595,2,8.4,23.1,0,Multi-year,Mid-Market,4,13,13.13,0,0.0,20799.21,0,0.3087,0.1285,0
CUST_003208,24,34,14.38,0.098,0,7.6,38.9,0,Annual,SMB,6,9,17.33,1,10.7,9054.11,0,0.7405,0.3513,0
CUST_003209,10,19,51.01,-0.1059,0,4.8,59.7,1,Multi-year,Mid-Market,5,8,9.55,0,6.9,119757.39,0,0.9141,0.2404,0
CUST_003210,16,28,30.04,-0.3477,0,6.2,17.2,0,Annual,SMB,5,6,1.97,0,0.0,4540.65,0,0.9059,0.1855,0
CUST_003211,3,23,19.97,0.0231,3,5.9,20.0,1,Annual,Mid-Market,3,7,16.54,0,4.1,15093.49,0,0.8589,0.1232,0
CUST_003212,20,17,17.63,0.2638,3,8.6,22.3,0,Multi-year,SMB,6,9,23.78,1,5.3,8239.22,0,0.9496,0.3286,0
CUST_003213,3,16,2.81,0.2252,1,10.0,11.1,0,Annual,Mid-Market,7,10,29.89,0,0.4,60560.78,1,0.6261,0.2596,0
CUST_003214,21,32,37.87,0.4967,3,7.1,35.4,0,Multi-year,SMB,7,7,17.39,0,0.0,10383.63,1,0.8928,0.4773,0
CUST_003215,4,17,16.95,-0.1134,0,7.9,11.5,0,Annual,SMB,5,11,77.52,0,0.0,25624.91,0,0.8686,0.435,0
CUST_003216,2,22,5.54,-0.2793,5,5.8,33.3,1,Annual,SMB,3,7,30.62,1,1.9,3193.09,0,0.6607,0.2145,0
CUST_003217,3,21,24.98,0.1275,2,6.8,35.6,0,Annual,SMB,3,3,18.5,1,35.9,16579.74,1,0.0414,0.0221,1
CUST_003218,1,29,29.98,0.1029,1,6.7,20.7,1,Annual,SMB,7,13,4.67,0,0.0,33787.09,0,0.5465,0.1533,0
CUST_003219,22,26,14.0,0.0488,3,9.7,12.9,0,Monthly,Mid-Market,3,9,23.47,0,2.7,25883.55,0,0.6815,0.1509,0
CUST_003220,23,32,12.11,-0.1366,2,9.6,14.4,0,Multi-year,Enterprise,7,8,6.35,0,0.0,3369.37,1,0.5611,0.1092,0
CUST_003221,13,34,15.63,-0.6133,1,5.3,45.7,0,Multi-year,Enterprise,3,12,13.34,1,0.0,6581.45,0,0.703,0.1405,0
CUST_003222,3,26,9.47,-0.2017,2,7.4,56.0,0,Annual,Mid-Market,3,14,11.01,0,2.2,12810.21,0,0.8803,0.4397,0
CUST_003223,1,22,7.1,0.1893,2,6.8,19.5,0,Monthly,Mid-Market,4,6,46.9,0,5.2,31048.63,1,0.8849,0.4642,0
CUST_003224,1,28,16.13,0.121,2,1.6,12.8,0,Annual,SMB,4,8,21.24,1,14.4,6732.63,0,0.9142,0.2047,1
CUST_003225,3,19,29.22,0.2913,1,9.3,26.6,1,Annual,SMB,7,4,13.53,0,2.0,8398.19,1,0.9862,0.3485,0
CUST_003226,39,23,49.65,0.1363,4,10.0,20.4,0,Monthly,SMB,2,10,18.34,1,6.8,10712.97,0,0.8163,0.4706,0
CUST_003227,4,21,16.95,0.234,3,8.5,25.4,0,Multi-year,Enterprise,4,5,12.9,0,0.0,5825.31,1,0.8973,0.3755,0
CUST_003228,7,31,42.89,0.2412,1,6.8,27.4,0,Annual,SMB,5,6,23.77,0,13.7,20305.51,0,0.5245,0.1341,0
CUST_003229,2,26,6.96,0.0551,2,9.1,33.1,0,Multi-year,Mid-Market,7,9,11.54,0,4.9,6937.47,0,0.32,0.1269,0
CUST_003230,4,26,28.48,0.0569,3,7.8,39.8,0,Annual,Mid-Market,7,4,18.82,0,6.6,80079.72,1,0.5259,0.1667,0
CUST_003231,13,33,13.39,-0.6772,2,10.0,32.8,0,Monthly,SMB,3,3,27.06,1,0.0,12031.33,1,0.4714,0.1933,0
CUST_003232,16,23,59.86,-0.1141,3,7.6,46.8,0,Annual,Mid-Market,5,7,23.62,1,2.5,7706.65,0,0.6336,0.2558,0
CUST_003233,5,27,10.42,-0.1034,2,7.2,51.1,0,Multi-year,SMB,3,4,12.97,1,0.9,2929.66,1,0.9834,0.5299,0
CUST_003234,1,24,19.78,0.0228,1,7.3,21.5,0,Monthly,SMB,4,8,27.24,0,9.7,1889.29,0,0.4716,0.1465,0
CUST_003235,8,19,4.62,-0.1826,1,6.9,27.1,0,Monthly,Mid-Market,0,8,29.35,2,20.2,58562.2,1,0.5576,0.211,1
CUST_003236,4,16,12.15,0.2844,1,8.2,36.2,0,Monthly,SMB,4,8,21.97,0,0.4,28756.33,0,0.6323,0.2707,0
CUST_003237,4,22,32.02,-0.1704,1,9.6,53.5,0,Monthly,Mid-Market,4,12,6.37,0,0.0,14541.11,1,0.1339,0.0265,0
CUST_003238,57,34,30.45,0.3256,1,5.7,25.9,1,Annual,Enterprise,7,15,13.34,1,0.0,19147.43,1,0.8564,0.1155,0
CUST_003239,17,29,20.72,-0.1903,2,8.5,64.4,0,Annual,SMB,4,8,16.1,0,11.6,2942.72,0,0.4323,0.1958,0
CUST_003240,14,26,29.14,-0.1009,3,10.0,15.9,0,Multi-year,SMB,6,9,29.03,0,0.0,10357.5,0,0.8159,0.4714,0
CUST_003241,9,31,16.13,-0.12,3,5.6,13.8,1,Annual,SMB,5,9,21.73,1,25.9,3611.03,1,0.3972,0.0773,1
CUST_003242,10,22,45.7,-0.0741,5,8.1,-3.2,0,Annual,Mid-Market,6,14,35.37,1,0.1,10992.94,0,0.2307,0.1067,0
CUST_003243,14,13,4.66,0.3447,1,7.2,36.7,0,Annual,Mid-Market,7,6,11.26,0,29.7,8008.77,0,0.75,0.1383,0
CUST_003244,21,24,20.5,-0.0318,3,4.9,16.2,0,Monthly,Mid-Market,7,6,14.32,0,0.0,21120.38,0,0.6689,0.2491,0
CUST_003245,21,23,5.72,-0.0254,2,4.6,28.0,0,Monthly,SMB,7,6,51.14,0,0.4,10257.57,0,0.2714,0.0903,0
CUST_003246,3,20,7.57,-0.1354,2,8.3,22.9,0,Annual,SMB,3,13,22.04,1,11.6,3987.06,0,0.5034,0.118,1
CUST_003247,12,35,11.87,-0.0149,3,5.1,28.7,0,Monthly,SMB,2,7,39.45,0,27.3,12584.15,0,0.7875,0.4637,0
CUST_003248,9,20,13.49,0.1041,0,8.8,46.0,1,Annual,SMB,2,5,1.03,0,0.9,15380.78,0,0.9022,0.4766,0
CUST_003249,36,37,17.66,-0.0038,6,6.8,20.8,0,Annual,SMB,6,7,38.35,1,6.1,33511.55,1,0.9793,0.5505,0
CUST_003250,17,31,16.86,0.0124,0,10.0,29.9,1,Multi-year,SMB,4,8,11.29,0,0.0,82977.75,0,0.6235,0.1603,0
CUST_003251,13,32,11.38,0.304,0,6.1,19.8,1,Monthly,Enterprise,6,8,26.18,0,0.0,129829.24,0,0.3041,0.1575,0
CUST_003252,2,21,17.08,0.1184,2,5.7,62.0,0,Monthly,SMB,7,6,22.01,0,12.8,5430.73,0,0.486,0.0778,0
CUST_003253,16,31,6.79,-0.2377,1,9.1,40.7,0,Monthly,SMB,7,6,23.72,1,0.0,11542.35,1,0.7404,0.1045,0
CUST_003254,2,21,29.74,0.0287,4,6.5,-1.8,0,Multi-year,Mid-Market,7,7,28.94,2,5.7,7142.26,0,0.6629,0.1885,0
CUST_003255,7,22,25.74,-0.0846,3,8.4,11.9,1,Annual,SMB,1,9,29.41,1,12.5,1343.73,0,0.424,0.2444,1
CUST_003256,2,32,44.88,0.1803,1,9.3,50.9,0,Multi-year,SMB,7,6,12.09,0,6.9,25014.41,0,0.5981,0.1819,0
CUST_003257,21,26,23.6,0.0757,3,9.4,16.9,2,Monthly,Enterprise,7,10,54.73,1,2.7,34806.59,0,0.5416,0.094,0
CUST_003258,4,23,24.62,0.3326,2,5.3,28.7,0,Monthly,SMB,2,10,8.87,1,5.6,5577.86,0,0.4109,0.1486,0
CUST_003259,8,21,24.51,-0.135,1,6.9,32.4,1,Annual,SMB,2,4,8.62,1,6.9,39017.74,0,0.8743,0.4855,0
CUST_003260,40,28,10.66,0.0019,2,4.6,20.3,0,Monthly,Mid-Market,3,11,11.1,0,0.0,24293.68,0,0.6269,0.3179,0
CUST_003261,4,26,19.54,-0.216,2,9.1,39.5,0,Multi-year,SMB,4,7,19.68,0,0.0,29311.09,1,0.6833,0.1866,0
CUST_003262,12,22,12.91,0.0395,2,7.0,25.5,0,Annual,SMB,2,7,13.66,0,0.0,16313.16,0,0.7078,0.0871,0
CUST_003263,9,21,21.15,-0.3341,1,3.8,34.5,0,Annual,Mid-Market,7,10,12.55,2,3.5,10698.09,0,0.6139,0.2952,0
CUST_003264,1,25,23.04,0.1304,1,9.1,17.4,1,Annual,SMB,4,13,32.84,0,0.0,28073.81,0,0.5973,0.3088,0
CUST_003265,28,38,28.74,0.0361,3,8.4,-10.9,0,Monthly,SMB,7,7,30.2,0,0.0,24770.79,0,0.9461,0.5332,0
CUST_003266,1,22,24.08,0.0888,5,5.3,8.6,0,Annual,Mid-Market,7,11,31.32,1,0.0,9606.58,0,0.7778,0.1997,0
CUST_003267,11,20,25.02,0.247,0,7.2,21.6,0,Annual,SMB,5,8,4.12,1,0.5,31919.07,0,0.2089,0.0397,0
CUST_003268,14,30,13.59,0.1062,5,7.7,24.7,0,Multi-year,SMB,3,12,36.63,1,0.0,14055.85,0,0.9577,0.5486,0
CUST_003269,17,26,75.37,-0.2692,4,8.5,38.4,1,Monthly,Mid-Market,6,7,35.96,1,0.0,10223.88,0,0.7964,0.3416,0
CUST_003270,21,28,24.43,-0.089,2,6.3,39.9,0,Multi-year,SMB,4,11,9.38,2,0.0,6024.78,0,0.4337,0.1917,0
CUST_003271,5,26,17.87,0.03,3,8.6,38.8,1,Monthly,Enterprise,7,11,23.03,0,0.0,79605.89,0,0.3987,0.0917,0
CUST_003272,1,27,35.02,-0.032,0,7.1,16.8,0,Annual,SMB,7,9,6.84,0,0.0,7125.05,0,0.7732,0.1924,0
CUST_003273,23,28,15.0,-0.0015,2,7.8,20.9,0,Monthly,SMB,7,6,6.44,0,0.0,2776.98,0,0.3752,0.0861,0
CUST_003274,13,24,5.53,0.4554,1,7.8,33.2,0,Annual,SMB,7,12,23.26,0,14.3,54225.78,0,0.8204,0.2433,0
CUST_003275,32,35,11.62,0.0751,0,4.8,69.2,1,Monthly,Mid-Market,7,13,7.63,0,8.8,28621.89,0,0.5494,0.1238,0
CUST_003276,31,37,8.69,0.1456,0,6.4,89.2,0,Monthly,Mid-Market,7,10,17.63,0,0.0,2571.95,0,0.8231,0.1141,0
CUST_003277,33,27,22.76,-0.4522,1,5.5,21.9,0,Monthly,Enterprise,5,15,22.57,0,0.0,49700.49,0,0.7391,0.1454,0
CUST_003278,11,21,29.84,0.2365,1,6.1,12.7,1,Multi-year,Mid-Market,4,7,18.85,0,5.4,26044.02,0,0.7498,0.2521,0
CUST_003279,7,27,6.74,0.763,2,7.7,9.6,2,Annual,Mid-Market,7,10,19.84,0,0.0,29971.11,0,0.3452,0.0561,0
CUST_003280,28,34,26.61,0.3864,4,5.7,9.9,0,Monthly,SMB,5,10,56.86,1,12.5,20936.97,1,0.7083,0.09,0
CUST_003281,10,26,24.51,-0.06,3,7.5,50.5,0,Annual,Mid-Market,7,6,14.94,2,0.0,21371.77,0,0.4425,0.2134,0
CUST_003282,3,29,43.57,0.6203,1,5.7,46.2,0,Multi-year,SMB,6,7,16.95,0,1.0,15706.99,1,0.6176,0.1565,0
CUST_003283,34,30,34.41,0.0569,3,6.6,-8.4,0,Annual,Mid-Market,7,8,31.19,0,0.0,15929.7,1,0.7044,0.0889,0
CUST_003284,38,38,11.92,0.1266,1,9.6,2.0,0,Annual,Mid-Market,7,10,14.68,0,0.0,32760.47,0,0.3284,0.0858,0
CUST_003285,11,27,13.53,-0.0169,0,6.3,52.0,0,Multi-year,Mid-Market,7,14,26.63,0,5.0,19072.79,0,0.7281,0.419,0
CUST_003286,1,25,13.92,-0.0233,3,8.2,66.3,0,Annual,SMB,7,13,34.57,0,0.0,3805.6,0,0.1894,0.048,0
CUST_003287,8,25,40.06,-0.512,2,5.0,49.4,0,Annual,SMB,6,13,21.43,0,3.1,5995.65,0,0.3596,0.0889,0
CUST_003288,29,27,46.66,0.2469,3,8.3,13.4,0,Annual,SMB,7,9,17.44,1,8.6,14074.3,0,0.493,0.1279,0
CUST_003289,41,17,25.47,-0.0242,5,5.4,10.9,0,Monthly,Mid-Market,2,5,27.37,2,18.0,3691.97,1,0.0648,0.019,1
CUST_003290,4,20,5.55,0.003,3,6.0,34.4,0,Monthly,Enterprise,3,8,25.86,0,0.2,10511.2,0,0.4008,0.138,0
CUST_003291,1,25,15.27,0.1183,3,8.6,43.3,0,Annual,SMB,6,8,77.98,0,0.0,14952.75,0,0.6932,0.1034,0
CUST_003292,37,21,59.0,-0.0536,0,3.9,44.1,0,Annual,SMB,7,17,23.87,2,5.6,6872.55,1,0.3243,0.1941,0
CUST_003293,8,30,18.39,0.116,3,6.8,-4.7,1,Annual,SMB,7,4,27.48,0,0.0,42671.39,0,0.8693,0.2928,0
CUST_003294,14,29,1.76,0.3508,2,8.6,34.9,0,Annual,Mid-Market,4,8,12.84,0,6.9,5149.15,0,0.4963,0.1274,0
CUST_003295,61,27,19.81,0.1512,3,4.3,36.6,0,Annual,Mid-Market,3,13,13.97,0,0.0,11831.67,0,0.2403,0.125,0
CUST_003296,1,24,36.34,0.0116,2,7.0,42.9,1,Monthly,SMB,3,4,20.66,1,8.5,16396.6,0,0.3495,0.1653,1
CUST_003297,18,32,5.08,0.0191,1,5.5,30.0,1,Monthly,Enterprise,7,11,14.3,0,0.0,7682.06,0,0.4491,0.1054,0
CUST_003298,1,29,5.65,0.1001,2,6.2,68.2,2,Multi-year,Mid-Market,7,9,10.07,0,0.0,18539.69,0,0.9334,0.4392,0
CUST_003299,8,23,39.12,-0.158,1,7.5,38.9,1,Monthly,SMB,2,7,10.6,1,20.8,4971.84,0,0.1113,0.0354,1
CUST_003300,29,28,27.45,0.102,2,7.9,9.9,0,Annual,SMB,6,5,17.26,0,0.0,57598.77,0,0.2008,0.0609,0
CUST_003301,10,19,25.91,0.2211,3,7.8,27.3,1,Annual,Mid-Market,4,4,19.88,1,17.8,7219.31,0,0.6141,0.0906,0
CUST_003302,105,33,8.56,0.0719,6,8.4,18.3,0,Monthly,Enterprise,2,18,28.11,1,0.0,8527.39,0,0.9008,0.5284,0
CUST_003303,14,35,11.41,-0.056,1,7.0,2.7,0,Monthly,Mid-Market,6,9,20.5,1,9.3,21782.21,0,0.9533,0.3901,0
CUST_003304,6,26,24.2,-0.0218,3,6.1,3.7,0,Monthly,SMB,7,7,20.2,0,0.0,13304.63,0,0.3696,0.1627,0
CUST_003305,4,29,7.21,0.213,3,7.7,54.0,1,Monthly,SMB,7,7,12.73,1,0.0,2895.35,0,0.6301,0.2261,0
CUST_003306,7,27,23.07,-0.225,5,8.4,17.3,0,Annual,SMB,5,10,29.28,1,0.0,17091.63,1,0.7068,0.3603,0
CUST_003307,8,24,7.58,-0.1541,4,5.8,62.8,0,Annual,Mid-Market,4,16,20.98,1,0.0,26024.82,0,0.7622,0.431,0
CUST_003308,1,23,5.01,-0.3517,0,7.9,30.4,0,Annual,SMB,5,9,15.72,0,2.9,98373.76,1,0.8385,0.2902,0
CUST_003309,8,18,23.71,0.0585,1,8.0,50.8,0,Annual,Mid-Market,7,10,5.85,0,8.8,17108.1,0,0.3486,0.0561,0
CUST_003310,11,17,18.58,0.2655,4,6.9,47.2,0,Multi-year,SMB,1,10,19.42,2,6.6,3426.17,0,0.8193,0.4513,0
CUST_003311,23,19,16.53,0.3829,3,7.6,39.6,0,Multi-year,SMB,7,17,20.5,1,21.8,145575.57,1,0.4918,0.0738,0
CUST_003312,19,22,17.37,0.4372,7,7.5,13.0,0,Monthly,SMB,4,9,42.82,2,13.4,23768.2,0,0.5131,0.2106,0
CUST_003313,22,34,17.53,-0.1226,0,7.9,60.4,0,Annual,SMB,7,4,12.82,0,0.0,2516.89,1,0.7685,0.4157,0
CUST_003314,1,21,3.91,0.1125,1,7.3,17.7,0,Monthly,Mid-Market,3,3,25.68,0,3.7,22683.77,0,0.2135,0.0366,0
CUST_003315,4,29,29.38,-0.0506,0,7.3,41.7,0,Annual,SMB,3,7,22.2,0,0.2,15349.06,1,0.7896,0.1989,0
CUST_003316,19,27,38.26,0.4619,0,9.0,63.7,1,Annual,SMB,6,12,25.94,1,0.0,30050.1,0,0.6695,0.2124,0
CUST_003317,11,27,48.42,0.3759,1,7.9,49.0,0,Annual,SMB,7,15,15.03,0,5.7,27076.03,0,0.4305,0.0622,0
CUST_003318,1,22,20.8,0.092,1,9.0,28.2,1,Annual,Mid-Market,1,9,16.65,1,1.3,23122.2,0,0.7379,0.158,0
CUST_003319,29,30,6.4,-0.1048,5,6.9,15.5,1,Monthly,SMB,6,9,26.98,2,3.9,20629.91,0,0.7253,0.2582,0
CUST_003320,26,27,29.91,-0.812,4,7.9,48.6,0,Annual,Enterprise,6,8,19.01,1,0.0,17304.78,0,0.6249,0.2063,0
CUST_003321,14,26,19.44,-0.3084,3,7.9,58.9,0,Monthly,SMB,4,7,73.31,0,0.0,30169.02,1,0.5107,0.111,0
CUST_003322,1,27,19.77,-0.4131,1,6.5,18.5,1,Monthly,Mid-Market,4,5,24.65,1,12.0,1799.71,0,0.6266,0.3569,1
CUST_003323,26,28,9.92,-0.3116,1,3.7,39.5,0,Annual,Mid-Market,3,10,20.27,1,7.9,7329.51,0,0.3295,0.1509,1
CUST_003324,15,30,23.41,0.5197,2,4.7,45.2,0,Multi-year,Enterprise,4,11,20.18,1,0.0,20478.09,1,0.6856,0.26,0
CUST_003325,27,27,30.55,-0.2738,3,8.3,29.5,1,Annual,SMB,5,6,14.37,0,8.7,8684.57,0,0.8422,0.3597,0
CUST_003326,25,15,20.13,-0.2152,2,8.0,34.2,0,Annual,Mid-Market,5,8,18.88,1,2.2,19363.29,0,0.4544,0.0856,0
CUST_003327,29,25,13.41,-0.1801,1,7.4,49.5,1,Annual,Mid-Market,7,9,15.22,0,5.1,6306.25,0,0.2885,0.0782,0
CUST_003328,13,36,13.34,0.6996,1,7.7,21.8,0,Multi-year,Mid-Market,7,9,30.72,0,0.0,10176.63,0,0.5196,0.1194,0
CUST_003329,2,22,20.16,0.0344,1,6.4,41.1,1,Multi-year,Enterprise,7,8,34.11,0,0.1,15735.35,0,0.4671,0.2418,0
CUST_003330,20,32,13.27,0.2986,2,6.1,26.6,0,Multi-year,SMB,6,7,41.7,1,7.2,31855.19,0,0.497,0.2165,0
CUST_003331,17,22,7.43,0.0938,2,6.8,33.4,0,Multi-year,Mid-Market,5,13,9.41,0,0.0,61315.22,0,0.3184,0.0571,0
CUST_003332,24,27,29.5,-0.4461,4,8.1,53.0,0,Monthly,SMB,7,8,21.69,2,0.0,38433.43,0,0.8516,0.1912,0
CUST_003333,3,32,17.57,0.4332,1,8.9,53.6,1,Monthly,Enterprise,6,8,9.17,2,0.2,23341.39,0,0.4387,0.192,0
CUST_003334,3,33,19.23,0.1503,2,7.7,22.8,5,Annual,Mid-Market,7,8,12.89,0,1.9,6398.32,0,0.8688,0.2681,0
CUST_003335,39,36,12.28,0.0196,3,7.2,32.1,3,Multi-year,Mid-Market,5,7,26.11,2,0.0,29925.35,1,0.3979,0.2126,0
CUST_003336,24,22,7.77,0.49,5,6.7,50.5,0,Monthly,SMB,6,7,24.88,1,14.9,8071.23,0,0.3095,0.1198,0
CUST_003337,42,28,11.14,-0.0366,3,6.5,16.9,1,Monthly,SMB,3,11,57.51,1,17.2,9448.88,0,0.5253,0.0959,1
CUST_003338,25,37,12.69,0.0139,2,4.2,24.2,0,Monthly,SMB,5,9,23.76,0,0.0,8535.85,0,0.4626,0.1677,0
CUST_003339,16,25,12.96,-0.0363,2,8.5,55.1,2,Multi-year,Enterprise,5,4,9.03,0,0.4,64825.49,1,0.1777,0.0952,0
CUST_003340,19,26,16.45,0.3191,4,7.9,27.0,1,Annual,Enterprise,6,8,15.78,1,11.5,15581.92,0,0.3379,0.0819,0
CUST_003341,39,33,33.51,0.2535,1,7.8,10.5,0,Annual,SMB,3,10,13.66,1,11.2,9593.85,0,0.812,0.2371,0
CUST_003342,15,24,27.24,0.1197,1,8.3,44.4,0,Monthly,SMB,7,8,37.85,0,11.2,100428.64,1,0.6233,0.3158,0
CUST_003343,18,27,26.06,-0.2129,5,9.4,29.1,0,Annual,Mid-Market,7,6,60.71,2,0.0,3376.74,0,0.6207,0.0853,0
CUST_003344,3,26,6.95,-0.0426,1,6.6,50.2,2,Monthly,SMB,3,11,20.7,0,1.0,7059.69,0,0.6505,0.2087,0
CUST_003345,11,23,24.71,-0.213,4,7.4,36.7,0,Monthly,Mid-Market,3,10,28.78,2,0.8,26705.76,0,0.1768,0.0279,0
CUST_003346,22,23,32.16,0.3401,2,5.3,44.3,0,Multi-year,SMB,3,7,36.94,0,0.4,13084.58,0,0.7891,0.2692,0
